,source,target,weight
1279,356,1789,2.56
1280,357,33,2.96
1281,357,49,2.96
1282,357,198,1.96
1283,357,381,2.8
1284,357,461,1.9856
1285,357,760,4.3936
1286,357,768,2.96
1287,357,820,2.96
1288,357,1923,2.8
1289,357,3098,4.144
1290,357,3886,2.8
1291,358,394,2.344
1292,358,1092,3.12
1293,359,108,2.56
1294,359,132,2
1295,359,337,2.56
1296,359,344,2
1297,359,580,2.56
1298,359,1978,2.56
1299,359,2065,2
1300,359,2157,2.56
1301,360,104,2.12
1302,360,112,2.12
1303,360,214,3.12
1304,360,354,3.12
1305,360,401,1.56
1306,360,404,0.32
1307,360,575,2.56
1308,360,1139,1.72
1309,360,2366,2.96
1310,360,2529,0.6496
1311,360,3869,2.56
1312,362,107,2.56
1313,362,599,1.56
1314,362,750,1.56
1315,362,978,1.16
1316,362,1407,1.3136
1317,362,1601,2
1318,362,2685,2.56
1319,362,3026,2.56
1320,362,3636,2.56
1321,362,3855,2.56
1322,362,4003,2.56
1323,363,409,3.12
1324,365,178,2.12
1325,365,3297,2.56
1326,365,4312,2.56
1327,367,30,2
1328,367,147,3.12
1329,367,1051,3.12
1330,367,1789,3.12
1331,368,150,2.56
1332,368,1236,3.12
1333,368,1602,3.12
1334,368,2936,3.12
1335,369,33,0.32
1336,370,311,2.12
1337,370,2043,1.56
1338,370,2401,0.944
1339,370,2694,1.56
1340,373,451,3.12
1341,375,300,42.83814678
1342,375,323,79.50172547
1343,375,346,2.4
1344,375,1363,67.64812301
1345,375,1389,4.3936
1346,375,1805,6.540416
1347,375,1845,72.93144296
1348,375,1928,67.64812301
1349,376,2774,3.12
1350,377,357,1.56
1351,377,773,0.72
1352,377,1923,1.56
1353,377,3268,1.72
1354,377,3886,1.56
1355,378,623,3.12
1356,378,1206,1.96
1357,379,271,0.72
1358,380,490,3.12
1359,380,760,2.96
1360,380,2545,2.96
1361,380,3096,2.96
1362,381,129,2.56
1363,381,198,1.96
1364,381,395,2.96
1365,381,760,2.96
1366,381,1240,2.96
1367,381,1475,2.96
1368,381,3549,2.8
1369,382,30,2
1370,382,147,3.12
1371,382,367,3.468994966
1372,382,734,1.72
1373,382,1051,3.12
1374,382,1789,3.12
1375,383,2456,0.32
1376,384,294,2.96
1377,384,1017,3.12
1378,384,1102,1.56
1379,384,3197,1.72
1380,384,3597,3.12
1381,384,3786,3.12
1382,385,564,1.12
1383,385,1232,2.12
1384,385,1821,2.12
1385,385,1822,0.96
1386,385,3687,2.12
1387,386,18,0.351232
1388,386,31,0.351232
1389,386,168,1.12
1390,386,350,0.351232
1391,387,151,2.56
1392,387,154,2.56
1393,387,559,1.16
1394,387,2014,3.12
1395,387,2236,2.4
1396,387,3212,2.56
1397,388,440,1.72
1398,388,720,3.12
1399,388,3369,2.12
1400,389,2104,2.8
1401,390,1212,3.12
1402,390,1697,2.12
1403,390,2855,1.72
1404,390,3584,2.96
1405,391,1524,3.12
1406,392,598,2
1407,392,1600,2.96
1408,393,207,2.96
1409,393,271,3.12
1410,393,516,3.12
1411,393,2237,2.12
1412,394,67,3.12
1413,394,816,2.56
1414,394,3150,1.72
1415,396,3429,0.96
1416,396,4173,1.4
1417,397,76,3.12
1418,397,148,2.16
1419,397,584,1.16
1420,397,1556,3.12
1421,397,1788,3.12
1422,397,1958,2.56
1423,397,2069,3.12
1424,397,4173,2
1425,398,242,1.72
1426,398,700,1.72
1427,398,929,4.8672
1428,398,1212,2.12
1429,399,207,2.56
1430,399,352,0.72
1431,399,532,0.00606611
1432,399,1222,1.12
1433,400,2852,0.32
1434,400,3811,1.72
1435,401,40,1.72
1436,401,1218,1.72
1437,401,2366,1.72
1438,402,1214,3.12
1439,403,354,3.3072
1440,404,190,3.12
1441,405,2594,2.12
1442,408,520,3.12
1443,409,3743,2.8
1444,410,986,3.12
1445,410,3152,3.12
1446,413,253,3.12
1447,413,380,3.12
1448,413,433,1.72
1449,413,473,3.12
1450,413,862,0.72
1451,413,890,3.12
1452,413,1310,2.12
1453,413,2128,1.72
1454,413,2949,2.12
1455,413,3944,3.12
1456,413,3970,2.56
1457,413,4168,2.96
1458,414,471,4.8672
1459,415,1248,3.12
1460,415,3512,2.12
1461,416,923,2.12
1462,416,1145,2.12
1463,416,1306,1.12
1464,416,1568,1.12
1465,416,1906,1.96
1466,416,1973,1.72
1467,416,2067,1.96
1468,417,107,3.12
1469,417,182,3.12
1470,417,384,3.12
1471,417,978,3.12
1472,417,1601,3.12
1473,417,2210,3.12
1474,417,2932,1.72
1475,417,3094,3.12
1476,417,3597,3.12
1477,417,3904,3.12
1478,419,2580,2
1479,420,17,1.56
1480,420,25,1.56
1481,420,155,2.12
1482,420,200,2.56
1483,420,299,3.12
1484,420,311,2.12
1485,420,1538,3.12
1486,420,1554,0.32
1487,420,1876,2.56
1488,420,1989,1.56
1489,420,2233,1.56
1490,420,3276,2.56
1491,420,3411,2.56
1492,420,3611,1.4
1493,420,4158,1.56
1494,421,65,3.12
1495,421,338,2.12
1496,421,1111,7.739133546
1497,421,1379,4.25198592
1498,421,1640,3.12
1499,421,2070,2.96
1500,421,2925,3.12
1501,421,4126,2.96
1502,423,633,0.32
1503,423,2495,0.32
1504,424,336,2.56
1505,424,1402,2.56
1506,424,1919,1.16
1507,424,2283,1.16
1508,425,1231,1.12
1509,425,2154,4.8672
1510,426,3099,0.32
1511,427,351,1.72
1512,427,579,2.56
1513,427,1554,3.12
1514,427,1789,1.72
1515,427,1981,2.72
1516,427,2122,1.72
1517,427,2800,2.12
1518,427,4311,1.56
1519,428,15,2.96
1520,428,272,1.72
1521,428,294,3.12
1522,428,311,3.12
1523,428,409,3.12
1524,428,506,2.12
1525,428,507,2.56
1526,428,516,2.56
1527,428,569,3.12
1528,428,1200,2.12
1529,428,1958,2.96
1530,428,1989,2.96
1531,428,2140,3.12
1532,428,3276,3.12
1533,429,207,3.12
1534,429,399,2.56
1535,429,1870,1.16
1536,429,2161,2.56
1537,429,3668,3.12
1538,429,4075,2.56
1539,430,1240,3.12
1540,430,2095,2.12
1541,430,2805,3.12
1542,430,3429,3.12
1543,430,3730,3.12
1544,431,1425,3.12
1545,432,571,2.4
1546,433,116,0.32
1547,433,442,0.32
1548,433,696,1.16
1549,433,1686,1.72
1550,433,1687,1.72
1551,434,140,0.72
1552,434,921,2.12
1553,434,1016,1.12
1554,434,3277,0.56
1555,435,1551,3.12
1556,435,3676,3.12
1557,437,876,1.16
1558,437,1233,0.96
1559,437,1649,2.56
1560,437,1990,2.4
1561,438,3292,1.4
1562,439,344,1.56
1563,439,636,2.56
1564,439,712,1.56
1565,439,798,3.12
1566,439,1966,3.12
1567,439,2065,1.56
1568,439,3970,9.238957978
1569,439,3971,103.6978511
1570,440,277,0.32
1571,440,1514,2.4
1572,440,1566,1.72
1573,441,516,1.56
1574,441,977,1.72
1575,441,1702,3.12
1576,442,207,0.32
1577,442,977,1.56
1578,442,3181,1.72
1579,443,1963,1.16
1580,446,700,1.72
1581,446,2473,1.16
1582,448,1293,4.8672
1583,450,3570,1.96
1584,451,1439,3.12
1585,452,4107,2.96
1586,455,1381,0.32
1587,456,445,2.56
1588,456,691,2.12
1589,456,702,3.12
1590,456,734,2.12
1591,456,807,3.12
1592,456,922,3.12
1593,456,956,1.055073178
1594,456,1012,2.56
1595,456,1225,1.4
1596,456,1510,1.4
1597,456,1686,1.72
1598,456,1687,1.72
1599,456,2565,1.56
1600,456,2759,2.56
1601,456,4075,1.56
1602,456,4244,1.56
1603,457,374,0.5632
1604,457,599,1.538432
1605,457,1282,2.6832
1606,457,3136,2.725632
1607,458,2939,1.4
1608,458,3063,0.8
1609,459,209,2.12
1610,459,342,3.12
1611,459,1458,1.16
1612,459,1699,3.12
1613,459,1803,3.12
1614,459,1851,1.72
1615,459,1946,1.72
1616,459,2928,3.12
1617,460,29,2.56
1618,460,236,2
1619,460,257,2
1620,460,351,2.12
1621,460,394,3.12
1622,460,414,3.12
1623,460,450,0.72
1624,460,471,2.6832
1625,460,513,2
1626,460,623,2.12
1627,460,663,2.56
1628,460,775,2.12
1629,460,804,2.56
1630,460,936,1.12
1631,460,1054,2.12
1632,460,1267,2.12
1633,460,1330,2
1634,460,1424,2.12
1635,460,1645,2.56
1636,460,1777,1.16
1637,460,2122,2.12
1638,460,3422,2.56
1639,460,3445,2
1640,461,33,1.72
1641,461,198,0.72
1642,461,381,1.56
1643,461,463,3.687936
1644,461,760,9.609160959
1645,461,820,2.12
1646,461,1059,1.72
1647,461,2120,1.56
1648,461,2261,0.32
1649,461,2327,0.32
1650,462,66,2.12
1651,462,229,1.12
1652,463,760,1.8816
1653,464,101,3.12
1654,464,108,2.16
1655,464,132,2
1656,464,179,2.96
1657,464,337,2.16
1658,464,344,2
1659,464,625,3.12
1660,464,877,2.12
1661,464,1978,2.16
1662,464,2065,2
1663,464,2157,2.16
1664,465,12,2.4
1665,465,19,3.12
1666,465,100,0.72
1667,465,288,2.56
1668,465,336,2.4
1669,465,347,0.72
1670,465,429,3.12
1671,465,584,2.56
1672,465,662,2.56
1673,465,986,1.56
1674,465,1513,3.12
1675,465,1555,2.56
1676,465,2424,0.56
1677,465,2473,2.56
1678,465,3276,2.56
1679,465,3924,1.72
1680,465,4158,1.4
1681,465,4210,1.16
1682,466,570,3.92
1683,466,836,2.4
1684,467,398,3.12
1685,467,429,2.12
1686,467,929,3.12
1687,467,1489,1.1856
1688,467,1910,1.56
1689,467,2552,2.12
1690,467,3012,1.56
1691,467,3277,4.769856
1692,467,3501,1.12
1693,467,3684,3.12
1694,467,3857,4.769856
1695,467,3910,4.769856
1696,468,789,1.96
1697,469,795,3.12
1698,469,1601,2.4336
1699,469,2392,3.12
1700,469,3970,2.56
1701,470,1163,3.12
1702,471,394,1.72
1703,472,578,2.96
1704,472,742,1.96
1705,472,910,3.92
1706,472,2690,1.8
1707,474,3376,1.72
1708,475,1232,1.72
1709,476,244,3.12
1710,476,266,2.56
1711,476,368,0.32
1712,476,945,3.12
1713,476,3214,3.12
1714,476,3339,2
1715,477,1784,2.12
1716,477,2048,3.12
1717,478,520,0.32
1718,478,1641,2.12
1719,479,32,2
1720,479,407,3.12
1721,479,1108,2.96
1722,479,3299,2.12
1723,480,403,2.12
1724,480,1456,1.56
1725,480,1472,2.12
1726,480,2252,1.8
1727,481,398,3.12
1728,481,734,3.12
1729,481,920,3.12
1730,481,1058,3.12
1731,481,1645,3.12
1732,481,1871,3.12
1733,481,2440,1.72
1734,481,2543,3.12
1735,482,1490,3.12
1736,483,431,2.12
1737,483,629,1.96
1738,483,1375,2.12
1739,483,2093,1.56
1740,483,3501,1.12
1741,483,4200,1.56
1742,484,437,2.96
1743,484,512,1.56
1744,484,1015,2.96
1745,484,2357,2.4
1746,485,225,2.12
1747,485,798,2.12
1748,485,1265,2.12
1749,485,1715,1.72
1750,486,212,1.72
1751,486,343,1.72
1752,486,1470,0.72
1753,486,1585,0.32
1754,486,3058,0.32
1755,486,4168,28.92546551
1756,487,2289,2.96
1757,488,3377,2.96
1758,489,33,0.72
1759,490,211,2.96
1760,490,519,2.12
1761,492,910,2.96
1762,493,351,1.72
1763,495,453,3.12
1764,497,2225,2.56
1765,498,873,2.12
1766,498,1156,1.72
1767,498,2460,2.96
1768,499,405,1.96
1769,499,959,0.8
1770,499,2758,1.96
1771,499,3372,1.96
1772,500,940,1.72
1773,501,871,2.56
1774,501,1164,3.12
1775,501,1991,2.56
1776,501,3010,3.12
1777,501,3588,1.72
1778,501,3769,2.96
1779,501,4253,4.796416
1780,502,40,3.12
1781,502,401,1.72
1782,502,710,1.72
1783,502,1421,1.4
1784,502,1914,2.8
1785,502,2009,1.16
1786,502,2540,3.12
1787,502,3012,2
1788,502,3804,2.96
1789,503,438,1.96
1790,503,1468,2.96
1791,503,1691,2.96
1792,503,3292,2.56
1793,503,3593,3.12
1794,503,4085,2.56
1795,504,2428,1.16
1796,504,3317,1.16
1797,504,3325,1.72
1798,505,29,1.56
1799,505,519,2.4
1800,505,663,1.56
1801,505,926,3.12
1802,505,1010,2.8
1803,505,3636,3.12
1804,505,3855,3.12
1805,505,3865,2.12
1806,505,3975,3.12
1807,506,298,0.72
1808,506,309,3.12
1809,506,507,1.56
1810,506,516,2.12
1811,506,604,1.56
1812,506,1524,2.96
1813,506,2884,3.12
1814,506,3965,1.56
1815,507,211,2.4
1816,507,266,2.56
1817,507,1686,2.56
1818,507,1687,2.56
1819,507,2307,1.16
1820,507,3150,1.16
1821,508,1651,2.96
1822,509,19,1.72
1823,509,1635,1.16
1824,509,1676,1.16
1825,509,1702,1.004096
1826,509,2511,0.72
1827,509,3243,1.72
1828,509,3419,0.72
1829,509,3985,1.72
1830,510,25,2.12
1831,510,1520,2.4
1832,510,1825,3.12
1833,510,3980,2.12
1834,511,516,3.12
1835,511,982,3.12
1836,512,966,0.32
1837,512,1286,1.72
1838,512,3869,1.72
1839,513,236,2
1840,515,2164,2.32
1841,515,2409,1.56
1842,516,1966,2.96
1843,516,2074,3.12
1844,520,3101,1.72
1845,522,17,1.56
1846,522,25,1.56
1847,522,155,2.12
1848,522,200,2.56
1849,522,299,3.12
1850,522,311,2.12
1851,522,420,0.013824184
1852,522,1538,3.12
1853,522,1554,0.32
1854,522,1876,2.56
1855,522,1989,1.56
1856,522,2176,2.12
1857,522,2233,1.56
1858,522,2867,1.16
1859,522,3276,2.56
1860,522,3411,2.56
1861,522,3534,2.12
1862,522,3611,1.4
1863,522,4158,1.56
1864,523,1681,0.72
1865,523,2256,0.56
1866,523,2339,1.12
1867,523,4275,1.56
1868,524,1937,3.12
1869,524,1972,1.72
1870,524,2026,2.96
1871,524,2066,1.72
1872,524,2836,2.12
1873,524,2923,2.96
1874,525,28,0.8
1875,525,1427,0.8
1876,526,1448,2
1877,527,94,2.56
1878,527,516,3.12
1879,527,1448,3.12
1880,527,1724,1.56
1881,527,2038,1.72
1882,527,2718,3.12
1883,527,2898,2.4
1884,528,682,3.12
1885,528,785,3.12
1886,528,1648,3.12
1887,528,1742,2.12
1888,528,2167,3.12
1889,528,2356,1.72
1890,528,3978,3.12
1891,529,703,0.72
1892,529,1989,1.72
1893,530,3859,2
1894,531,303,3.12
1895,532,352,0.72
1896,532,1222,1.12
1897,534,766,3.12
1898,537,686,0.56
1899,537,1057,1.96
1900,537,2555,1.96
1901,538,371,0.32
1902,538,495,1.72
1903,538,1964,1.72
1904,540,686,2.2096
1905,540,2855,0.32
1906,540,3933,1.56
1907,544,2090,1.56
1908,544,2092,2.96
1909,544,2158,2.8
1910,544,3413,1.8
1911,544,4209,2.8
1912,545,66,2.12
1913,545,229,1.12
1914,545,462,1.12
1915,546,390,3.12
1916,546,1212,7.592832
1917,547,571,2.8
1918,548,332,2.12
1919,548,809,4.8672
1920,548,1359,3.12
1921,548,2158,1.72
1922,548,3793,2.96
1923,548,4103,2.56
1924,549,340,2.12
1925,549,460,2.12
1926,549,714,3.12
1927,549,768,3.12
1928,549,936,2.12
1929,550,132,2.12
1930,550,344,2.12
1931,550,983,1.72
1932,550,1010,1.56
1933,550,1935,2.12
1934,550,2065,2.12
1935,550,2222,3.12
1936,550,2604,6.898884761
1937,550,3734,3.12
1938,551,995,4.8672
1939,551,1639,2.12
1940,551,2338,1.72
1941,552,974,1.72
1942,552,1021,1.72
1943,552,3771,0.72
1944,552,3965,1.56
1945,553,10,7.592832
1946,553,203,1377.880634
1947,553,512,1.16
1948,553,1341,2.96
1949,553,1836,3.12
1950,553,3590,1.72
1951,554,1602,1.56
1952,554,2936,1.56
1953,555,307,3.12
1954,555,1087,3.12
1955,555,1280,0.56
1956,555,2586,3.12
1957,555,3557,2.12
1958,555,4283,2.56
1959,556,133,1.72
1960,556,347,1.16
1961,556,843,2.96
1962,556,1212,0.72
1963,556,1619,1.72
1964,556,2672,2.96
1965,556,2715,1.72
1966,556,3234,2.56
1967,556,3235,1.72
1968,556,3928,2.6576
1969,557,4139,2
1970,558,497,7.592832
1971,558,2225,2.56
1972,559,151,1.96
1973,559,1048,0.32
1974,559,2236,1.8
1975,559,3212,1.96
1976,560,604,2.12
1977,560,1284,1.12
1978,561,116,0.32
1979,561,211,2.4
1980,561,490,2.56
1981,561,2198,2.4
1982,561,2255,3.12
1983,561,2444,2.96
1984,561,2461,2.72
1985,564,1227,1.96
1986,564,1374,1.96
1987,564,2815,0.96
1988,565,596,3.12
1989,565,766,3.12
1990,565,1509,2.96
1991,565,1601,3.12
1992,565,2845,2.56
1993,565,3870,3.12
1994,566,543,3.12
1995,566,1491,3.12
1996,566,2497,3.12
1997,567,3976,2.16
1998,568,3374,2
1999,570,580,1.4
2000,572,245,2.8
2001,574,581,3.12
2002,574,2438,2.12
2003,574,3033,1.72
2004,575,2780,1.72
2005,575,3869,3.12
2006,575,3984,1.96
2007,575,4274,2.4
2008,576,1558,3.12
2009,577,406,3.36E-05
2010,578,910,2.96
2011,578,3977,2.96
2012,579,25,2.96
2013,579,409,3.12
2014,579,516,3.12
2015,579,1554,2.56
2016,579,1556,2.12
2017,579,1788,2.12
2018,579,2558,3.12
2019,580,1163,3.12
2020,581,309,2.96
2021,581,2077,2.96
2022,582,2256,1.72
2023,583,3301,2
2024,587,593,0.72
2025,587,1298,3.12
2026,587,2294,2.2736
2027,587,2666,1.72
2028,587,4317,2.4
2029,588,17,3.12
2030,588,25,3.12
2031,588,170,2.96
2032,588,859,2.12
2033,588,1844,0.4032
2034,589,176,0.32
2035,589,1327,1.32
2036,589,2097,1.16
2037,590,1638,3.12
2038,590,1922,2.6832
2039,591,694,1.96
2040,591,1159,3.584
2041,591,1167,3.12
2042,591,1239,3.12
2043,591,1552,2.2096
2044,591,1903,2.12
2045,591,2236,3.12
2046,591,3021,2.12
2047,593,1502,2.56
2048,593,1630,2.12
2049,593,1697,2.12
2050,593,1737,1.72
2051,593,1986,2.56
2052,593,2074,2.12
2053,594,331,3.12
2054,595,3023,2.56
2055,596,843,1.4
2056,596,1559,1.12
2057,597,2532,2.12
2058,598,715,2.12
2059,598,957,1.72
2060,598,1055,3.12
2061,598,2105,3.12
2062,599,374,1.12
2063,599,1282,2.12
2064,600,3870,1.72
2065,604,1524,1.72
2066,607,70,7.592832
2067,607,720,3.12
2068,607,1548,2.12
2069,608,616,2.32
2070,608,898,2.32
2071,609,2718,3.12
2072,610,2572,3.12
2073,611,1426,0.72
2074,611,1966,1.72
2075,612,1922,3.12
2076,613,272,2.12
2077,613,3141,0.72
2078,613,3180,1.96
2079,615,3364,0.96
2080,616,799,3.7792
2081,616,898,2.32
2082,616,1505,3.7792
2083,616,3687,2.56
2084,617,132,1.56
2085,617,344,1.56
2086,617,439,103.6978511
2087,617,636,2.56
2088,617,712,1.56
2089,617,759,3.12
2090,617,798,3.12
2091,617,1467,3.12
2092,617,1966,3.12
2093,617,2065,1.56
2094,617,3970,9.238957978
2095,617,3971,103.6978511
2096,618,795,3.12
2097,618,1699,3.12
2098,618,2307,1.72
2099,618,3294,2.12
2100,620,200,0.32
2101,620,700,1.72
2102,620,2883,1.56
2103,621,695,3.12
2104,621,925,2.56
2105,621,1203,3.12
2106,621,1406,1.96
2107,621,1473,1.56
2108,622,1519,2.96
2109,623,448,3.12
2110,623,1558,3.12
2111,623,2011,3.12
2112,625,19,3.12
2113,625,403,4.8672
2114,625,945,3.12
2115,625,1299,3.12
2116,626,374,2.12
2117,626,903,2.4336
2118,626,1518,3.9936
2119,628,772,2.4592
2120,628,3805,3.597428931
2121,630,979,2.56
2122,630,1056,2.4
2123,630,1703,3.12
2124,630,2475,2
2125,630,3634,2
2126,631,112,2.4
2127,634,4183,1.96
2128,635,412,3.12
2129,639,284,1.72
2130,639,288,1.56
2131,639,291,1.72
2132,639,409,1.72
2133,639,506,1.72
2134,639,507,1.16
2135,639,829,1.16
2136,639,992,1.72
2137,639,1219,1.16
2138,639,1302,1.56
2139,639,1314,0.32
2140,639,1326,1.56
2141,639,2124,1.56
2142,639,3286,1.72
2143,639,4036,0.32
2144,640,20,3.12
2145,640,86,2.6832
2146,640,189,2.96
2147,640,1824,1.56
2148,640,3618,2.4
2149,641,329,2.8
2150,641,3666,2.8
2151,642,509,0.56
2152,642,581,1.72
2153,642,2077,1.56
2154,642,2511,0.96
2155,642,2789,0.96
2156,642,2969,5.80E-07
2157,642,3419,0.96
2158,642,3495,0.96
2159,643,38,1.72
2160,643,947,0.72
2161,643,1109,1.72
2162,643,1502,1.16
2163,643,1954,1.72
2164,643,1973,1.32
2165,643,2393,1.56
2166,643,4317,1.16
2167,644,115,1.32
2168,644,294,2.72
2169,644,816,2.72
2170,644,2069,2.72
2171,645,833,1.56
2172,645,1769,1.16
2173,645,4256,2.4
2174,646,27,3.12
2175,646,400,1.72
2176,646,407,3.12
2177,646,1681,3.12
2178,646,1737,1.72
2179,646,1920,3.12
2180,646,2256,1.72
2181,646,2533,1.72
2182,646,2680,1.56
2183,646,2852,1.72
2184,646,2855,1.72
2185,646,3091,1.16
2186,647,873,3.12
2187,648,733,11.84481792
2188,648,1570,1.72
2189,649,1369,3.12
2190,649,1744,3.12
2191,649,4100,3.12
2192,650,115,1.16
2193,650,2501,1.16
2194,650,2629,2
2195,651,1347,2.16
2196,654,1439,1.72
2197,655,907,0.8
2198,657,3209,3.12
2199,658,4312,2
2200,662,986,2.12
2201,663,29,1.918757252
2202,667,2659,1.72
2203,669,121,1.175616
2204,669,1206,0.72
2205,669,1949,2.12
2206,669,3753,1.12
2207,670,2725,2.12
2208,671,293,0.32
2209,671,3848,2.96
2210,671,4119,1.56
2211,672,2386,4.6176
2212,672,2676,3.12
2213,672,2751,3.12
2214,672,2933,2.12
2215,673,750,2.56
2216,674,4304,2
2217,675,115,1.9856
2218,675,644,2.56
2219,675,650,2.4
2220,675,1624,2.4
2221,675,1799,2.96
2222,675,2069,2.96
2223,675,2501,1.56
2224,675,3592,1.72
2225,675,3968,2.12
2226,676,2726,0.72
2227,677,95,3.12
2228,677,176,0.32
2229,677,589,0.32
2230,677,2097,1.16
2231,678,648,3.12
2232,678,733,3.12
2233,678,3246,1.72
2234,679,174,1.72
2235,679,404,2.12
2236,680,1018,3.12
2237,680,2612,1.72
2238,681,233,3.12
2239,681,309,0.32
2240,681,442,1.72
2241,681,1059,1.12
2242,681,1406,1.72
2243,682,2813,3.12
2244,682,3500,2.12
2245,685,451,2.12
2246,685,654,0.72
2247,685,1020,2.12
2248,685,1439,5.204657447
2249,685,1950,3.347389997
2250,688,179,2.56
2251,688,212,3.12
2252,688,273,1.72
2253,688,634,1.8736
2254,688,783,2.4
2255,688,1809,3.12
2256,688,3811,3.12
2257,688,4040,2.96
2258,688,4183,2.96
2259,689,230,0.32
2260,689,1435,1.32
2261,690,230,2.56
2262,690,410,3.12
2263,690,705,3.12
2264,690,780,0.72
2265,690,2592,11.84481792
2266,690,3152,13.36277372
2267,690,3195,1.96
2268,690,3234,3.12
2269,690,4173,2.56
2270,691,1213,2.12
2271,691,1292,2.12
2272,691,1549,2.56
2273,691,1635,3.12
2274,691,1676,3.12
2275,691,1779,2.56
2276,691,1820,2.56
2277,691,2198,3.12
2278,691,2276,1.72
2279,691,2467,3.12
2280,691,3337,2.96
2281,691,3338,2.56
2282,691,3503,2.96
2283,691,3590,3.12
2284,691,3745,2.96
2285,691,3795,1.96
2286,691,3820,2.96
2287,691,4259,2.56
2288,691,4296,2.56
2289,692,1203,1.72
2290,692,1406,1.56
2291,692,1870,1.72
2292,692,2855,0.32
2293,692,3336,1.16
2294,692,3593,1.72
2295,692,3812,1.72
2296,692,3915,0.674646437
2297,692,4268,1.16
2298,693,2366,3.12
2299,693,2443,3.12
2300,694,1552,0.56
2301,694,1739,2.8
2302,694,3021,0.96
2303,694,3125,2.8
2304,695,1019,1.12
2305,695,2587,1.72
2306,695,4029,2.4
2307,696,637,2.12
2308,696,1013,3.12
2309,696,2010,3.12
2310,697,2815,2.12
2311,698,1237,1.56
2312,698,1436,0.72
2313,699,2555,3.12
2314,701,453,2.96
2315,702,1074,3.12
2316,702,1399,1.72
2317,702,3991,3.12
2318,703,3201,0.96
2319,704,563,0.32
2320,704,1489,0.32
2321,704,1552,0.32
2322,704,3035,0.32
2323,705,336,3.12
2324,705,342,3.12
2325,705,818,3.12
2326,705,983,1.72
2327,705,1635,2.56
2328,705,1676,2.56
2329,705,2592,3.12
2330,705,3152,3.12
2331,705,3671,2.96
2332,705,3694,3.12
2333,705,3789,3.12
2334,706,1045,2.96
2335,706,1882,1.96
2336,706,2438,1.16
2337,706,3808,2.56
2338,706,4140,1.96
2339,708,23,1.72
2340,708,1406,0.72
2341,708,3734,3.12
2342,708,4034,3.12
2343,710,40,1.72
2344,710,401,0.32
2345,710,2009,0.32
2346,710,2540,2.4592
2347,710,3804,1.56
2348,711,408,3.12
2349,711,1409,3.12
2350,716,1883,2.56
2351,716,2381,2.56
2352,717,570,2.8
2353,718,534,2.96
2354,718,766,2.96
2355,718,960,2.96
2356,718,2557,2.96
2357,719,2504,0.32
2358,721,1365,2.56
2359,721,2795,2.56
2360,721,2942,1.16
2361,722,1835,1.12
2362,723,681,2.56
2363,723,2572,2.56
2364,724,289,0.022478848
2365,724,439,1.56
2366,724,617,1.56
2367,724,712,0.022478848
2368,724,3971,1.56
2369,725,585,1.000016777
2370,725,638,2.56
2371,725,1420,3.4336
2372,725,3050,2
2373,725,3412,2.16
2374,726,2049,1.12
2375,727,190,3.12
2376,727,780,1.72
2377,727,901,3.12
2378,727,975,1.56
2379,727,1633,3.12
2380,727,2283,0.72
2381,727,2308,2.72
2382,727,3637,2.12
2383,728,16,2.8
2384,728,35,113.3878248
2385,728,1367,2.96
2386,728,3048,2.8
2387,728,3314,2.8
2388,730,3240,1.3136
2389,730,3328,2.12
2390,731,3027,0.8
2391,732,657,3.12
2392,732,797,2.96
2393,732,1215,2.96
2394,732,1469,2.96
2395,732,1686,3.12
2396,732,1687,3.12
2397,732,2198,2.4
2398,732,2276,2.96
2399,732,3209,3.12
2400,732,3503,2.96
2401,733,1570,1.72
2402,734,367,1.72
2403,734,1645,3.12
2404,734,3283,3.12
2405,734,3590,3.12
2406,735,3638,3.12
2407,736,179,1.96
2408,736,191,2.96
2409,736,516,3.12
2410,736,1289,3.12
2411,736,1475,3.12
2412,737,112,2.4
2413,737,631,2
2414,737,1432,2
2415,737,2984,2
2416,737,3972,2.4
2417,738,2497,3.12
2418,741,479,1.72
2419,741,1108,1.56
2420,741,2079,1.56
2421,742,910,1.96
2422,742,1293,2.56
2423,742,1406,2.4
2424,743,2139,1.12
2425,744,2854,1.72
2426,745,1740,3.12
2427,746,66,1.72
2428,746,732,1.56
2429,746,743,1.12
2430,746,843,3.12
2431,746,2708,3.12
2432,746,4062,2.56
2433,747,1770,3.12
2434,747,1937,3.12
2435,747,2747,2.12
2436,747,3160,3.12
2437,747,3669,3.12
2438,748,13,3.12
2439,748,437,0.96
2440,748,1233,1.12
2441,748,1654,2.56
2442,749,2048,1.72
2443,749,2982,3.12
2444,749,3026,3.12
2445,749,3291,3.12
2446,750,75,3.12
2447,750,107,2.12
2448,750,115,1.72
2449,750,478,3.12
2450,750,1601,1.56
2451,750,2049,1.72
2452,750,3243,3.12
2453,750,3426,3.12
2454,750,4136,2.96
2455,751,902,3.12
2456,755,2554,0.5651968
2457,755,3606,0.0401408
2458,756,1298,0.72
2459,757,3456,0.32
2460,758,66,2.96
2461,758,304,2.96
2462,758,453,1.56
2463,758,765,3.12
2464,758,873,2.96
2465,758,1012,3.12
2466,759,439,3.12
2467,759,1922,2.12
2468,759,3971,3.12
2469,760,33,3.12
2470,760,490,2.96
2471,760,820,3.12
2472,760,1059,3.12
